年度,県コード,連番,県番号,調査年月日,is_overflow,学名,和名,個体数,湿重量_g,Year,Month,Season,学名_clean
2012,43.0,YKM-2,,2012-08-17,False,Asthenognathus inaequipes,ﾖｺﾅｶﾞﾓﾄﾞｷ,2.0,0.24,2012.0,8.0,Summer,Asthenognathus inaequipes
2012,43.0,YKM-2,,2012-08-17,False,Macrophthalmus sp.,Macrophthalmus属,10.0,14.66,2012.0,8.0,Summer,Macrophthalmus sp.
2012,43.0,YKM-2,,2012-08-17,False,Protankyra bidentata,ﾄｹﾞｲｶﾘﾅﾏｺ,2.0,1.0,2012.0,8.0,Summer,Protankyra bidentata
2012,43.0,YKM-2,,2013-02-13,True,Philinidae,ｷｾﾜﾀｶﾞｲ科,2.0,0.08,2013.0,2.0,Winter,Philinidae
2012,43.0,YKM-2,,2013-02-13,True,Theora fragilis,ｼｽﾞｸｶﾞｲ,4.0,0.34,2013.0,2.0,Winter,Theora fragilis
2012,43.0,YKM-2,,2013-02-13,True,Sigalionidae,ﾉﾗﾘｳﾛｺﾑｼ科,4.0,0.36,2013.0,2.0,Winter,Sigalionidae
2012,43.0,YKM-2,,2013-02-13,True,Macrophthalmus sp.,Macrophthalmus属,4.0,0.52,2013.0,2.0,Winter,Macrophthalmus sp.
2012,43.0,YKM-3,,2012-08-17,False,Adamnestia rimata,ﾄｻｸﾀﾞﾀﾏｶﾞｲ,2.0,0.06,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-3,,2012-08-17,False,Magelona japonica,ﾓﾛﾃｺﾞｶｲ,10.0,0.02,2012.0,8.0,Summer,Magelona japonica
2012,43.0,YKM-3,,2012-08-17,False,Heteromastus sp.,Heteromastus属,6.0,0.02,2012.0,8.0,Summer,Heteromastus sp.
2012,43.0,YKM-3,,2012-08-17,False,Hexapus anfractus,ﾋﾒﾑﾂｱｼｶﾞﾆ,4.0,0.88,2012.0,8.0,Summer,Hexapus anfractus
2012,43.0,YKM-3,,2012-08-17,False,Asthenognathus inaequipes,ﾖｺﾅｶﾞﾓﾄﾞｷ,6.0,0.44,2012.0,8.0,Summer,Asthenognathus inaequipes
2012,43.0,YKM-3,,2012-08-17,False,Myophiurida,閉蛇尾目,4.0,0.28,2012.0,8.0,Summer,Myophiurida
2012,43.0,YKM-3,,2012-08-17,False,Protankyra bidentata,ﾄｹﾞｲｶﾘﾅﾏｺ,6.0,1.34,2012.0,8.0,Summer,Protankyra bidentata
2012,43.0,YKM-3,,2013-02-13,True,Polycladida,多岐腸目,2.0,0.14,2013.0,2.0,Winter,Polycladida
2012,43.0,YKM-3,,2013-02-13,True,Cylichnidae,ｽｲﾌｶﾞｲ科,2.0,,2013.0,2.0,Winter,Cylichnidae
2012,43.0,YKM-3,,2013-02-13,True,Sthenolepis yhleni,ﾏｻｺﾞｳﾛｺﾑｼ,10.0,0.34,2013.0,2.0,Winter,Sthenolepis yhleni
2012,43.0,YKM-3,,2013-02-13,True,Magelona japonica,ﾓﾛﾃｺﾞｶｲ,10.0,0.06,2013.0,2.0,Winter,Magelona japonica
2012,43.0,YKM-3,,2013-02-13,True,Notomastus sp.,Notomastus属,10.0,0.08,2013.0,2.0,Winter,Notomastus sp.
2012,43.0,YKM-3,,2013-02-13,True,Terebellidae,ﾌｻｺﾞｶｲ科,2.0,0.02,2013.0,2.0,Winter,Terebellidae
2012,43.0,YKM-3,,2013-02-13,True,Metapenaeopsis palmensis,ﾐﾅﾐｱｶｴﾋﾞ,2.0,2.5,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-3,,2013-02-13,True,Hexapus anfractus,ﾋﾒﾑﾂｱｼｶﾞﾆ,2.0,0.02,2013.0,2.0,Winter,Hexapus anfractus
2012,43.0,YKM-3,,2013-02-13,True,Synaptidae,ｲｶﾘﾅﾏｺ科,4.0,1.44,2013.0,2.0,Winter,Synaptidae
2012,43.0,YKM-4,,2012-08-18,False,Ringiculina sp.,Ringiculina属,2.0,,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-4,,2012-08-18,False,Lucinidae,ﾂｷｶﾞｲ科,2.0,0.14,2012.0,8.0,Summer,Lucinidae
2012,43.0,YKM-4,,2012-08-18,False,Magelona japonica,ﾓﾛﾃｺﾞｶｲ,2.0,,2012.0,8.0,Summer,Magelona japonica
2012,43.0,YKM-4,,2013-02-14,True,Zeuxis sp.,Zeuxis属,2.0,1.78,2013.0,2.0,Winter,Zeuxis sp.
2012,43.0,YKM-4,,2013-02-14,True,Sthenolepis yhleni,ﾏｻｺﾞｳﾛｺﾑｼ,2.0,0.18,2013.0,2.0,Winter,Sthenolepis yhleni
2012,43.0,YKM-4,,2013-02-14,True,Heteromastus sp.,Heteromastus属,6.0,0.04,2013.0,2.0,Winter,Heteromastus sp.
2012,43.0,YKM-4,,2013-02-14,True,Alpheus sp.,Alpheus属,4.0,1.52,2013.0,2.0,Winter,Alpheus sp.
2012,43.0,YKM-4,,2013-02-14,True,Gomeplacidae,ｴﾝｺｳｶﾞﾆ科,2.0,0.82,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-5,,2012-08-18,False,Aspidosiphon sp.,Aspidosiphon属,4.0,0.04,2012.0,8.0,Summer,Aspidosiphon sp.
2012,43.0,YKM-5,,2012-08-18,False,Holothuroidea,海鼠綱,2.0,0.02,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-5,,2013-02-14,True,Zeuxis sp.,Zeuxis属,2.0,0.84,2013.0,2.0,Winter,Zeuxis sp.
2012,43.0,YKM-5,,2013-02-14,True,Sthenolepis yhleni,ﾏｻｺﾞｳﾛｺﾑｼ,2.0,0.02,2013.0,2.0,Winter,Sthenolepis yhleni
2012,43.0,YKM-5,,2013-02-14,True,Phylo sp.,Phylo属,2.0,3.38,2013.0,2.0,Winter,Phylo sp.
2012,43.0,YKM-5,,2013-02-14,True,Hexapus anfractus,ﾋﾒﾑﾂｱｼｶﾞﾆ,2.0,0.06,2013.0,2.0,Winter,Hexapus anfractus
2012,43.0,YKM-6,,2012-08-18,False,NEMERTINEA,紐形動物門,2.0,,2012.0,8.0,Summer,NEMERTINEA
2012,43.0,YKM-6,,2012-08-18,False,Sthenolepis yhleni,ﾏｻｺﾞｳﾛｺﾑｼ,2.0,,2012.0,8.0,Summer,Sthenolepis yhleni
2012,43.0,YKM-6,,2012-08-18,False,Sigambra phuketensis,ｸｼｶｷﾞｺﾞｶｲ,2.0,,2012.0,8.0,Summer,Sigambra phuketensis
2012,43.0,YKM-6,,2012-08-18,False,Paralacydonia paradoxa,ｶｷﾞｱｼｺﾞｶｲ,4.0,,2012.0,8.0,Summer,Paralacydonia paradoxa
2012,43.0,YKM-6,,2012-08-18,False,Glycera nicobarica,ﾁﾛﾘ,2.0,0.02,2012.0,8.0,Summer,Glycera nicobarica
2012,43.0,YKM-6,,2012-08-18,False,Linopherus sp.,Linopherus属,2.0,0.22,2012.0,8.0,Summer,Linopherus sp.
2012,43.0,YKM-6,,2012-08-18,False,Scoletoma sp.,Scoletoma属,10.0,0.04,2012.0,8.0,Summer,Scoletoma sp.
2012,43.0,YKM-6,,2012-08-18,False,Spiophanes japonicum,ﾆﾎﾝｴﾗﾅｼｽﾋﾟｵ,2.0,0.02,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-6,,2012-08-18,False,Mediomastus sp.,Mediomastus属,2.0,,2012.0,8.0,Summer,Mediomastus sp.
2012,43.0,YKM-6,,2012-08-18,False,Notomastus sp.,Notomastus属,6.0,0.06,2012.0,8.0,Summer,Notomastus sp.
2012,43.0,YKM-6,,2012-08-18,False,Aspidosiphon sp.,Aspidosiphon属,14.0,0.16,2012.0,8.0,Summer,Aspidosiphon sp.
2012,43.0,YKM-6,,2013-02-14,True,Zeuxis sp.,Zeuxis属,2.0,3.066,2013.0,2.0,Winter,Zeuxis sp.
2012,43.0,YKM-6,,2013-02-14,True,Lucinidae,ﾂｷｶﾞｲ科,2.0,0.04,2013.0,2.0,Winter,Lucinidae
2012,43.0,YKM-6,,2013-02-14,True,Scoletoma sp.,Scoletoma属,28.0,0.2,2013.0,2.0,Winter,Scoletoma sp.
2012,43.0,YKM-6,,2013-02-14,True,Notomastus sp.,Notomastus属,6.0,0.12,2013.0,2.0,Winter,Notomastus sp.
2012,43.0,YKM-6,,2013-02-14,True,Aspidosiphon sp.,Aspidosiphon属,4.0,0.04,2013.0,2.0,Winter,Aspidosiphon sp.
2012,43.0,YKM-6,,2013-02-14,True,Arcania heptacantha,ﾅﾅﾄｹﾞｺﾌﾞｼｶﾞﾆ,2.0,0.16,2013.0,2.0,Winter,Arcania heptacantha
2012,43.0,YKM-7,,2012-08-18,False,NEMERTINEA,紐形動物門,2.0,,2012.0,8.0,Summer,NEMERTINEA
2012,43.0,YKM-7,,2012-08-18,False,Niotha sp.,Niotha属,28.0,0.64,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Liola porcellana,ｶｲｺｶﾞｲﾀﾞﾏｼ,2.0,0.08,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Pupa strigosa strigosa,ｺｼｲﾉﾐｶﾞｲ,2.0,0.04,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Aglajidae,ｶﾉｺｷｾﾜﾀｶﾞｲ科,2.0,0.02,2012.0,8.0,Summer,Aglajidae
2012,43.0,YKM-7,,2012-08-18,False,Modiolus sp.,Modiolus属,2.0,,2012.0,8.0,Summer,Modiolus sp.
2012,43.0,YKM-7,,2012-08-18,False,Musculus sp.,Musculus属,4.0,,2012.0,8.0,Summer,Musculus sp.
2012,43.0,YKM-7,,2012-08-18,False,Leptaxinus oyamai,ﾏﾙﾊﾅｼｶﾞｲ,2.0,0.02,2012.0,8.0,Summer,Leptaxinus oyamai
2012,43.0,YKM-7,,2012-08-18,False,Cycladicama sp.,Cycladicama属,2.0,0.04,2012.0,8.0,Summer,Cycladicama sp.
2012,43.0,YKM-7,,2012-08-18,False,Nitidotellina nitidula,ｻｸﾗｶﾞｲ,2.0,0.04,2012.0,8.0,Summer,Nitidotellina nitidula
2012,43.0,YKM-7,,2012-08-18,False,Sigalionidae,ﾉﾗﾘｳﾛｺﾑｼ科,6.0,0.22,2012.0,8.0,Summer,Sigalionidae
2012,43.0,YKM-7,,2012-08-18,False,Genetyllis sp.,Genetyllis属,2.0,,2012.0,8.0,Summer,Genetyllis sp.
2012,43.0,YKM-7,,2012-08-18,False,Phyllodocidae,ｻｼﾊﾞｺﾞｶｲ科,2.0,,2012.0,8.0,Summer,Phyllodocidae
2012,43.0,YKM-7,,2012-08-18,False,Syllinae,Syllinae属,2.0,,2012.0,8.0,Summer,Syllinae
2012,43.0,YKM-7,,2012-08-18,False,Platynereis bicanaliculata,ﾂﾙﾋｹﾞｺﾞｶｲ,2.0,,2012.0,8.0,Summer,Platynereis bicanaliculata
2012,43.0,YKM-7,,2012-08-18,False,Aglaophamus sp.,Aglaophamus属,12.0,0.42,2012.0,8.0,Summer,Aglaophamus sp.
2012,43.0,YKM-7,,2012-08-18,False,Micronephthys sphaerocirrata,ｺﾌﾞｼﾛｶﾞﾈｺﾞｶｲ,2.0,,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Nephtys sp.,Nephtys属,4.0,,2012.0,8.0,Summer,Nephtys sp.
2012,43.0,YKM-7,,2012-08-18,False,Glycinde sp.,Glycinde属,6.0,0.02,2012.0,8.0,Summer,Glycinde sp.
2012,43.0,YKM-7,,2012-08-18,False,Linopherus sp.,Linopherus属,2.0,,2012.0,8.0,Summer,Linopherus sp.
2012,43.0,YKM-7,,2012-08-18,False,Euniphysa sp.,Euniphysa属,4.0,0.04,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Lysidice sp.,Lysidice属,2.0,,2012.0,8.0,Summer,Lysidice sp.
2012,43.0,YKM-7,,2012-08-18,False,Eunicidae,ｲｿﾒ科,2.0,,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Notomastus sp.,Notomastus属,6.0,0.02,2012.0,8.0,Summer,Notomastus sp.
2012,43.0,YKM-7,,2012-08-18,False,Armandia sp.,Armandia属,6.0,,2012.0,8.0,Summer,Armandia sp.
2012,43.0,YKM-7,,2012-08-18,False,Ostracoda,貝形虫綱,2.0,,2012.0,8.0,Summer,Ostracoda
2012,43.0,YKM-7,,2012-08-18,False,Balanus improvisus,ﾖｰﾛｯﾊﾟﾌｼﾞﾂﾎﾞ,2.0,0.02,2012.0,8.0,Summer,Balanus improvisus
2012,43.0,YKM-7,,2012-08-18,False,Balanus trigonus,ｻﾝｶｸﾌｼﾞﾂﾎﾞ,152.0,8.46,2012.0,8.0,Summer,Balanus trigonus
2012,43.0,YKM-7,,2012-08-18,False,Metaphoxus sp.,Metaphoxus属,2.0,,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Cyathura sp.,Cyathura属,36.0,0.1,2012.0,8.0,Summer,Cyathura sp.
2012,43.0,YKM-7,,2012-08-18,False,Processa sp.,Processa属,2.0,0.08,2012.0,8.0,Summer,Processa sp.
2012,43.0,YKM-7,,2012-08-18,False,Parthenope diacantha,ｻﾝｶｸﾋｼｶﾞﾆ,2.0,0.22,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Pilumnidae,ｹﾌﾞｶｶﾞﾆ科,2.0,0.08,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Macrophthalmus verreauxi,ﾒﾅｶﾞｵｻｶﾞﾆ,4.0,0.06,2012.0,8.0,Summer,Rare_sp
2012,43.0,YKM-7,,2012-08-18,False,Amphiuridae,ｽﾅｸﾓﾋﾄﾃﾞ科,2.0,0.04,2012.0,8.0,Summer,Amphiuridae
2012,43.0,YKM-7,,2013-02-14,True,Buccinidae,ｴｿﾞﾊﾞｲ科,2.0,0.1,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-7,,2013-02-14,True,Olivella fulgurata,ﾑｼﾎﾞﾀﾙｶﾞｲ,8.0,0.2,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-7,,2013-02-14,True,Pyramidellidae,ﾄｳｶﾞﾀｶﾞｲ科,2.0,0.04,2013.0,2.0,Winter,Pyramidellidae
2012,43.0,YKM-7,,2013-02-14,True,Cylichnidae,ｽｲﾌｶﾞｲ科,2.0,0.1,2013.0,2.0,Winter,Cylichnidae
2012,43.0,YKM-7,,2013-02-14,True,Aglaophamus sp.,Aglaophamus属,8.0,0.48,2013.0,2.0,Winter,Aglaophamus sp.
2012,43.0,YKM-7,,2013-02-14,True,Chloeia flave,ｳﾐｹﾑｼ,2.0,0.54,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-7,,2013-02-14,True,Euniphysa sp.,Euniphysa属,2.0,,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-7,,2013-02-14,True,Armandia sp.,Armandia属,18.0,0.1,2013.0,2.0,Winter,Armandia sp.
2012,43.0,YKM-7,,2013-02-14,True,SIPUNCULA,星口動物門,2.0,,2013.0,2.0,Winter,SIPUNCULA
2012,43.0,YKM-7,,2013-02-14,True,Leptochelia sp.,Leptochelia属,2.0,,2013.0,2.0,Winter,Leptochelia sp.
2012,43.0,YKM-7,,2013-02-14,True,Phoxocephalidae,ﾋｻｼｿｺｴﾋﾞ科,4.0,0.04,2013.0,2.0,Winter,Phoxocephalidae
2012,43.0,YKM-7,,2013-02-14,True,Urothoidae,ﾏﾙｿｺｴﾋﾞ科,36.0,0.06,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-7,,2013-02-14,True,Eurydice sp.,Eurydice属,6.0,,2013.0,2.0,Winter,Eurydice sp.
2012,43.0,YKM-7,,2013-02-14,True,Diogenes sp.,Diogenes属,4.0,0.12,2013.0,2.0,Winter,Diogenes sp.
2012,43.0,YKM-7,,2013-02-14,True,Callianassidae,ｽﾅﾓｸﾞﾘ科,2.0,0.22,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-7,,2013-02-14,True,Acmaeopleura toriumii,ﾄﾘｳﾐｱｶｲｿﾓﾄﾞｷ,8.0,0.14,2013.0,2.0,Winter,Acmaeopleura toriumii
2012,43.0,YKM-7,,2013-02-14,True,Ophiura kinbergi,ｸｼﾉﾊｸﾓﾋﾄﾃﾞ,4.0,0.02,2013.0,2.0,Winter,Ophiura kinbergi
2012,43.0,YKM-7,,2013-02-14,True,Fibularia sp.,Fibularia属,4.0,0.04,2013.0,2.0,Winter,Rare_sp
2012,43.0,YKM-7,,2013-02-14,True,Pyuridae,ﾏﾎﾞﾔ科,2.0,0.6,2013.0,2.0,Winter,Rare_sp
2012,44.0,528,,2012-07-09,False,Nereis sp.,Nereis属,10.0,1.5,2012.0,7.0,Summer,Nereis sp.
2012,44.0,528,,2012-07-09,False,Chloeia sp.,Chloeia属,10.0,0.6,2012.0,7.0,Summer,Chloeia sp.
2012,44.0,528,,2012-07-09,False,Scoletoma longifolia,ｶﾀﾏｶﾞﾘｷﾞﾎﾞｼｲｿﾒ,20.0,1.1,2012.0,7.0,Summer,Scoletoma longifolia
2012,44.0,528,,2012-07-09,False,Paraprionospio coora,ｽﾍﾞｽﾍﾞﾊﾈｴﾗｽﾋﾟｵ,130.0,5.3,2012.0,7.0,Summer,Paraprionospio coora
2012,44.0,528,,2012-07-09,False,Cossura coasta,Cossura coasta,30.0,,2012.0,7.0,Summer,Cossura coasta
2012,44.0,528,,2013-01-22,True,Lucinoma sp.,Lucinoma属,10.0,22.6,2013.0,1.0,Winter,Lucinoma sp.
2012,44.0,528,,2013-01-22,True,Tambalagamia sp.,Tambalagamia属,10.0,,2013.0,1.0,Winter,Tambalagamia sp.
2012,44.0,528,,2013-01-22,True,Scoletoma longifolia,ｶﾀﾏｶﾞﾘｷﾞﾎﾞｼｲｿﾒ,10.0,0.1,2013.0,1.0,Winter,Scoletoma longifolia
2012,44.0,528,,2013-01-22,True,Scoletoma sp.,Scoletoma属,40.0,0.3,2013.0,1.0,Winter,Scoletoma sp.
2012,44.0,528,,2013-01-22,True,Paraprionospio coora,ｽﾍﾞｽﾍﾞﾊﾈｴﾗｽﾋﾟｵ,110.0,1.4,2013.0,1.0,Winter,Paraprionospio coora
2012,44.0,528,,2013-01-22,True,Pinnotheridae,ｶｸﾚｶﾞﾆ科,10.0,,2013.0,1.0,Winter,Pinnotheridae
2013,4.0,Afk-1,,2013-08-04,False,ACTINIARIA,ｲｿｷﾞﾝﾁｬｸ目,8.0,0.2,2013.0,8.0,Summer,ACTINIARIA
2013,4.0,Afk-1,,2013-08-04,False,Nassarius sinarus,ｶﾗﾑｼﾛ,8.0,4.46,2013.0,8.0,Summer,Nassarius sinarus
2013,4.0,Afk-1,,2013-08-04,False,Scapharca subcrenata,ｻﾙﾎﾞｳｶﾞｲ,6.0,54.18,2013.0,8.0,Summer,Scapharca subcrenata
2013,4.0,Afk-1,,2013-08-04,False,Cycladicama sp.,,2.0,1.02,2013.0,8.0,Summer,Cycladicama sp.
2013,4.0,Afk-1,,2013-08-04,False,Harmothoe sp.,,28.0,0.32,2013.0,8.0,Summer,Harmothoe sp.
2013,4.0,Afk-1,,2013-08-04,False,POLYNOIDAE,ｳﾛｺﾑｼ科,16.0,0.02,2013.0,8.0,Summer,POLYNOIDAE
2013,4.0,Afk-1,,2013-08-04,False,PHYLLODOCIDAE,ｻｼﾊﾞｺﾞｶｲ科,2.0,,2013.0,8.0,Summer,PHYLLODOCIDAE
2013,4.0,Afk-1,,2013-08-04,False,Sigambra tentaculata,,94.0,0.06,2013.0,8.0,Summer,Sigambra tentaculata
2013,4.0,Afk-1,,2013-08-04,False,Nectoneanthes oxypoda,ｳﾁﾜｺﾞｶｲ,6.0,0.04,2013.0,8.0,Summer,Nectoneanthes oxypoda
2013,4.0,Afk-1,,2013-08-04,False,Leonnates sp.,,70.0,0.18,2013.0,8.0,Summer,Leonnates sp.
2013,4.0,Afk-1,,2013-08-04,False,NEREIDAE,ｺﾞｶｲ科,6.0,,2013.0,8.0,Summer,NEREIDAE
2013,4.0,Afk-1,,2013-08-04,False,Glycera chirori,ﾁﾛﾘ,8.0,1.12,2013.0,8.0,Summer,Glycera chirori
2013,4.0,Afk-1,,2013-08-04,False,Glycera sp.,,22.0,0.72,2013.0,8.0,Summer,Glycera sp.
2013,4.0,Afk-1,,2013-08-04,False,Glycinde sp.,,118.0,0.28,2013.0,8.0,Summer,Glycinde sp.
2013,4.0,Afk-1,,2013-08-04,False,Magelona japonica,ﾓﾛﾃｺﾞｶｲ,4.0,0.02,2013.0,8.0,Summer,Magelona japonica
2013,4.0,Afk-1,,2013-08-04,False,Spiochaetopterus costarum,ｱｼﾋﾞｷﾂﾊﾞｻｺﾞｶｲ,2.0,0.02,2013.0,8.0,Summer,Spiochaetopterus costarum
2013,4.0,Afk-1,,2013-08-04,False,Cirriformia tentaculata,ﾐｽﾞﾋｷｺﾞｶｲ,2.0,1.14,2013.0,8.0,Summer,Cirriformia tentaculata
2013,4.0,Afk-1,,2013-08-04,False,CIRRATULIDAE,ﾐｽﾞﾋｷｺﾞｶｲ科,4.0,,2013.0,8.0,Summer,CIRRATULIDAE
2013,4.0,Afk-1,,2013-08-04,False,FLABELLIGERIDAE,ﾊﾎﾞｳｷｺﾞｶｲ科,28.0,1.3,2013.0,8.0,Summer,FLABELLIGERIDAE
2013,4.0,Afk-1,,2013-08-04,False,Sternaspis scutata,ﾀﾞﾙﾏｺﾞｶｲ,12.0,0.26,2013.0,8.0,Summer,Sternaspis scutata
2013,4.0,Afk-1,,2013-08-04,False,Heteromastus sp.,,1300.0,5.84,2013.0,8.0,Summer,Heteromastus sp.
2013,4.0,Afk-1,,2013-08-04,False,CAPITELLIDAE,ｲﾄｺﾞｶｲ科,362.0,0.36,2013.0,8.0,Summer,CAPITELLIDAE
2013,4.0,Afk-1,,2013-08-04,False,Lagis bocki,ｳﾐｲｻｺﾞﾑｼ,2.0,0.02,2013.0,8.0,Summer,Lagis bocki
2013,4.0,Afk-1,,2013-08-04,False,Terebellides sp.,,2.0,0.16,2013.0,8.0,Summer,Terebellides sp.
2013,4.0,Afk-1,,2013-08-04,False,Balanus variegatus cirratus,ｱﾐﾒﾌｼﾞﾂﾎﾞ,2.0,0.06,2013.0,8.0,Summer,Balanus variegatus cirratus
2013,4.0,Afk-1,,2013-08-04,False,Cleantoides sp.,,4.0,0.04,2013.0,8.0,Summer,Rare_sp
2013,4.0,Afk-1,,2013-08-04,False,Melita sp.,,8.0,0.02,2013.0,8.0,Summer,Melita sp.
2013,4.0,Afk-1,,2013-08-04,False,PORCELLANIDAE,ｶﾆﾀﾞﾏｼ科,2.0,0.06,2013.0,8.0,Summer,PORCELLANIDAE
2013,4.0,Afk-1,,2013-08-04,False,Philyra sp.,ﾏﾒｺﾌﾞｼｶﾞﾆ属,2.0,0.32,2013.0,8.0,Summer,Philyra sp.
2013,4.0,Afk-1,,2013-08-04,False,Protankyra bidentata,ﾄｹﾞｲｶﾘﾅﾏｺ,56.0,79.3,2013.0,8.0,Summer,Protankyra bidentata
2013,4.0,Afk-2,,2013-08-04,False,ACTINIARIA,ｲｿｷﾞﾝﾁｬｸ目,8.0,0.02,2013.0,8.0,Summer,ACTINIARIA
2013,4.0,Afk-2,,2013-08-04,False,POLYCLADIDA,ﾋﾗﾑｼ目,6.0,,2013.0,8.0,Summer,POLYCLADIDA
2013,4.0,Afk-2,,2013-08-04,False,TURBELLARIA,ｳｽﾞﾑｼ綱,2.0,,2013.0,8.0,Summer,TURBELLARIA
2013,4.0,Afk-2,,2013-08-04,False,NEMERTINEA,紐形動物門,30.0,0.02,2013.0,8.0,Summer,NEMERTINEA
2013,4.0,Afk-2,,2013-08-04,False,NEMATODA,線虫綱,14.0,,2013.0,8.0,Summer,NEMATODA
2013,4.0,Afk-2,,2013-08-04,False,Philine argentata,ｷｾﾜﾀｶﾞｲ,14.0,0.26,2013.0,8.0,Summer,Philine argentata
2013,4.0,Afk-2,,2013-08-04,False,PHILINIDAE,ｷｾﾜﾀｶﾞｲ科,12.0,,2013.0,8.0,Summer,PHILINIDAE
2013,4.0,Afk-2,,2013-08-04,False,Musculista japonica,ﾔﾏﾎﾄﾄｷﾞｽｶﾞｲ,12.0,0.02,2013.0,8.0,Summer,Musculista japonica
2013,4.0,Afk-2,,2013-08-04,False,Musculista senhousia,ﾎﾄﾄｷﾞｽｶﾞｲ,944.0,0.7,2013.0,8.0,Summer,Musculista senhousia
2013,4.0,Afk-2,,2013-08-04,False,Mactra nipponica,ﾁｺﾞﾊﾞｶｶﾞｲ,4.0,0.24,2013.0,8.0,Summer,Mactra nipponica
2013,4.0,Afk-2,,2013-08-04,False,Solen strictus,ﾏﾃｶﾞｲ,6.0,0.24,2013.0,8.0,Summer,Solen strictus
2013,4.0,Afk-2,,2013-08-04,False,Veremolpa micra,ﾋﾒｶﾉｺｱｻﾘ,5430.0,21.36,2013.0,8.0,Summer,Veremolpa micra
2013,4.0,Afk-2,,2013-08-04,False,Veremolpa sp.,,1916.0,0.24,2013.0,8.0,Summer,Veremolpa sp.
2013,4.0,Afk-2,,2013-08-04,False,Eumida sp.,,4.0,,2013.0,8.0,Summer,Eumida sp.
2013,4.0,Afk-2,,2013-08-04,False,PHYLLODOCIDAE,ｻｼﾊﾞｺﾞｶｲ科,30.0,0.06,2013.0,8.0,Summer,PHYLLODOCIDAE
2013,4.0,Afk-2,,2013-08-04,False,HESIONIDAE,ｵﾄﾋﾒｺﾞｶｲ科,12.0,,2013.0,8.0,Summer,HESIONIDAE
2013,4.0,Afk-2,,2013-08-04,False,Exogoninae,ｴｸｿｺﾞﾈ亜科,2.0,,2013.0,8.0,Summer,Exogoninae
2013,4.0,Afk-2,,2013-08-04,False,Syllinae,ｼﾘｽ亜科,6.0,,2013.0,8.0,Summer,Syllinae
2013,4.0,Afk-2,,2013-08-04,False,Aglaophamus sp.,,8.0,0.82,2013.0,8.0,Summer,Aglaophamus sp.
2013,4.0,Afk-2,,2013-08-04,False,Nephtys sp.,,2.0,,2013.0,8.0,Summer,Nephtys sp.
2013,4.0,Afk-2,,2013-08-04,False,DORVILLEIDAE,ﾉﾘｺｲｿﾒ科,2.0,,2013.0,8.0,Summer,DORVILLEIDAE
2013,4.0,Afk-2,,2013-08-04,False,ORBINIIDAE,ﾎｺｻｷｺﾞｶｲ科,2.0,,2013.0,8.0,Summer,ORBINIIDAE
2013,4.0,Afk-2,,2013-08-04,False,Pseudopolydora sp.,,2.0,,2013.0,8.0,Summer,Pseudopolydora sp.
2013,4.0,Afk-2,,2013-08-04,False,Scolelepis sp.,,2.0,,2013.0,8.0,Summer,Scolelepis sp.
2013,4.0,Afk-2,,2013-08-04,False,Spiophanes bombyx,ｴﾗﾅｼｽﾋﾟｵ,420.0,0.54,2013.0,8.0,Summer,Spiophanes bombyx
2013,4.0,Afk-2,,2013-08-04,False,Magelona sp.,,4.0,,2013.0,8.0,Summer,Magelona sp.
2013,4.0,Afk-2,,2013-08-04,False,PARAONIDAE,ﾊﾟﾗｵﾆｽ科,26.0,,2013.0,8.0,Summer,PARAONIDAE
2013,4.0,Afk-2,,2013-08-04,False,Tharyx sp.,,2.0,0.02,2013.0,8.0,Summer,Tharyx sp.
2013,4.0,Afk-2,,2013-08-04,False,CIRRATULIDAE,ﾐｽﾞﾋｷｺﾞｶｲ科,6.0,,2013.0,8.0,Summer,CIRRATULIDAE
2013,4.0,Afk-2,,2013-08-04,False,Poecilochaetus sp.,,2.0,0.02,2013.0,8.0,Summer,Poecilochaetus sp.
