連番,Year,Season,S,N,Shannon,Simpson,Margalef,Pielou,lat_dd,lon_dd,sea_area,do_station,env_dist_km,env_zettaicode,is_hypoxic_station,is_stressed_station
,2014.0,Summer,40,232.0,3.14440849859258,0.9344530321046374,7.160249767663904,0.852402074317135,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,28,474.0,2.6126081458914427,0.8884972137656002,4.382257987801608,0.7840479592154668,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,29,170.0,2.776302091338364,0.8869204152249135,5.451927357196237,0.8244901046753339,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,12,44.0,2.224300499627058,0.859504132231405,2.9068310693009,0.8951243700912563,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,49,940.0,2.387132691611764,0.8021638750565867,7.011516543466754,0.6133717666179634,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,9,28.0,2.0449311748495917,0.8469387755102041,2.400813028003305,0.930688285550101,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,20,110.0,2.4989461089386884,0.8601652892561984,4.0421400625927175,0.8341687042594299,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,45,644.0,2.8323891211262,0.8813896068824505,6.803037968112381,0.7440610058647714,,,,5.988611925257731,,regional_mean,False,False
,2014.0,Summer,114,4624.0,1.6120702086823202,0.5576894583398189,13.390187658785637,0.340372183777221,,,,5.988611925257731,,regional_mean,False,False
11.0,2015.0,Summer,12,139.0,1.4203613834889548,0.6327829822472957,2.229214329443426,0.5715954696367096,34.88638888888889,136.66666666666666,201.0,4.4,0.46373887583859613,2411,False,False
12.0,2015.0,Summer,7,99.0,0.6507550685856026,0.2734414855626974,1.3057330811130556,0.3344219510348546,35.608333333333334,139.8983333333333,100.0,1.9,0.47768825343837323,1212,True,True
143.0,2015.0,Summer,2,30.0,0.6365141682948128,0.4444444444444444,0.294014103795206,0.9182958340544894,34.60333333333333,134.61388888888888,305.0,6.4,1.082385399248306e-06,28143,False,False
15.0,2015.0,Summer,2,8.0,0.3767701612564367,0.21875,0.4808983469629878,0.5435644431995964,35.551111111111105,139.9088888888889,100.0,0.6,0.4778209472003837,1215,True,True
181.0,2015.0,Summer,3,41.6666665,1.0549201679861442,0.6399999999999999,0.5362359507025259,0.9602297178607612,34.282222222222224,134.3538888888889,306.0,6.7,1.050338266185614e-06,37181,False,False
2.0,2015.0,Summer,4,12.0,0.8369882167858358,0.4166666666666667,1.207288813145534,0.603759374819711,35.64388888888889,139.9933333333333,100.0,4.2,0.47760326398872804,122,False,False
23.0,2015.0,Summer,2,60.0,0.4505612088663046,0.2777777777777777,0.2442393366759723,0.6500224216483541,34.656666666666666,135.275,301.0,4.0,1.0330380410700952,2823,False,True
254.0,2015.0,Summer,8,680.0,1.0195501199793853,0.4826989619377163,1.0732751306396515,0.4902999673440023,34.11138888888889,133.6275,310.0,6.2,1.2354992871652025e-07,37254,False,False
26.0,2015.0,Summer,18,224.0,1.995286769784808,0.7833227040816326,3.1413732230644738,0.690321846777638,35.46416666666667,139.85611111111112,100.0,2.7,0.47802883737174107,1326,False,True
27.0,2015.0,Summer,2,3.0,0.6365141682948128,0.4444444444444444,0.9102392266268372,0.9182958340544894,34.666666666666664,136.60027777777776,201.0,2.3,0.44935052538878156,2427,False,True
274.0,2015.0,Summer,1,10.0,-0.0,0.0,,,34.05333333333333,133.5,310.0,8.3,0.4363776020606364,38274,False,False
313.0,2015.0,Summer,3,40.0,1.039720770839918,0.625,0.5421700613636335,0.946394630357186,34.38666666666666,133.24749999999997,309.0,7.2,3.706497861587365e-07,34313,False,False
328.0,2015.0,Summer,1,10.0,-0.0,0.0,,,34.0,133.17499999999998,310.0,7.2,0.43645341499102913,38328,False,False
35.0,2015.0,Summer,10,18.0,1.979596215361333,0.8024691358024691,3.1137863063507423,0.859727712727988,35.34805555555556,139.80583333333334,100.0,4.1,0.6980006225924529,1235,False,False
396.0,2015.0,Summer,11,220.0,1.918386105531941,0.7603305785123967,1.854039774541508,0.800029145265032,34.333333333333336,132.45583333333332,312.0,5.0,3.083075573419973e-06,34396,False,False
4.0,2015.0,Summer,9,58.0,1.7355093321310693,0.7556480380499405,1.9702283665159557,0.7898643361413217,35.60166666666667,140.06416666666667,100.0,4.1,0.4777057070374204,124,False,False
410.0,2015.0,Summer,3,50.0,1.0549201679861442,0.6399999999999999,0.5112444372706629,0.9602297178607612,34.30305555555555,132.35305555555556,312.0,6.0,6.410112723819321e-07,34410,False,False
426.0,2015.0,Summer,6,10.0,1.6094379124341005,0.76,2.1714724095162588,0.8982444017039273,33.99666666666667,132.29222222222222,312.0,7.6,2.081891068016308e-06,35426,False,False
44.0,2015.0,Summer,30,345.0,1.1009310891625617,0.3570006301197226,4.962741434030648,0.3236892675204106,34.436388888888885,135.14,301.0,6.3,0.4497499003868794,2744,False,False
528.0,2015.0,Summer,8,320.0,1.2106791197608946,0.51171875,1.213524698972953,0.5822135873956193,33.30333333333333,131.61333333333332,314.0,5.1,0.4374461489178894,44528,False,False
550.0,2015.0,Summer,14,85.0,1.4001108906272977,0.5373010380622838,2.9261806181631207,0.530534473395247,34.03805555555555,131.70083333333332,315.0,7.4,3.110951984571743e-06,35550,False,False
598.0,2015.0,Summer,5,9.0,1.303092403761719,0.6419753086419753,1.8204784532536744,0.809656833416415,33.78333333333333,131.32527777777779,316.0,6.1,2.08693947347891e-06,35598,False,False
617.0,2015.0,Summer,2,20.0,0.6931471805599453,0.5,0.333808200695334,1.0,33.635,131.13333333333333,316.0,6.4,0.4369762901227268,40617,False,False
79.0,2015.0,Summer,5,60.0,1.5607104090414063,0.7777777777777778,0.9769573467038892,0.9697238998682473,34.11277777777778,135.00833333333333,303.0,6.3,3.078671416947404e-06,3079,False,False
,2015.0,Summer,45,1742.0,2.471444386670282,0.838987083482174,5.8959189482523175,0.6492417946985891,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,103,4228.0,3.349959521172282,0.9317560364788868,12.216323279505229,0.7227951256006216,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,74,1340.0,3.3896545607050204,0.9432568500779684,10.13829059886814,0.7875472343708411,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,62,1574.0,2.613187146237524,0.8549410771284969,8.286494906900055,0.6331722940029666,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,57,722.0,3.2287594895638563,0.9314385248731978,8.508019768733345,0.7985947433442201,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,143,2082.0,4.218265246554119,0.9753663670397468,18.58375007648073,0.8499692335387913,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,117,6436.0,2.9908929572798093,0.9122879730663556,13.22741894487907,0.6280520195671578,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,42,622.0,2.636719806338388,0.8535891895245087,6.373446574805889,0.7054448561853834,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,79,1026.0,3.702974984145747,0.9634797411549232,11.24985446734365,0.847469774025343,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,21,734.0,1.7438401492294076,0.6957361031710088,3.0309877448480798,0.5727795360028236,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,37,950.0,2.401733855640484,0.8471047091412742,5.250521344811136,0.6651311145098084,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,85,6038.0,2.6260095759147912,0.7729439288173905,9.64870876567604,0.5910906403194321,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,55,678.0,2.9674889248083005,0.8902463431400701,8.283291911488673,0.7405146484309995,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,9,144.0,1.3227160388579986,0.5679012345679013,1.6097184175273789,0.6019940121285092,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,90,1328.0,3.4171939392548616,0.936683480911598,12.375842953538386,0.7594085504963269,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,38,358.0,2.933011792311078,0.9110202552978997,6.291946679929535,0.8063071673144081,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,63,720.0,3.35903206680513,0.9456327160493828,9.423564779958856,0.8107465213255767,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,89,580.0,3.9450956623032822,0.9692984542211652,13.829893341353584,0.8789073868638433,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,136,2748.0,3.567161266426734,0.920105981536923,17.04840647414627,0.7261168043340529,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,28,172.0,2.8458215589969877,0.9145484045429962,5.245270319690426,0.8540356842765803,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,22,316.0,2.1653355828991723,0.8074026598301554,3.6485303234095054,0.7005195223205706,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,55,1664.0,2.467702021070968,0.8188736593934911,7.280591663530064,0.6157965676936376,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,33,226.0,2.941211694332437,0.9134622914871956,5.903476318167126,0.8411855666340544,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,70,1576.0,2.809066963866547,0.8499671467958464,9.371631725520343,0.6611910344311764,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,17,78.0,2.574767389146157,0.905982905982906,3.6724969779900265,0.9087799175264188,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,33,348.0,2.843246914495464,0.9108865107676049,5.4680268002677135,0.8131676721737074,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,55,634.0,3.076672107401996,0.8961577884146523,8.369434327193524,0.7677604943706505,,,,5.6063829787234045,,regional_mean,False,False
,2015.0,Summer,133,1908.0,4.029493134914405,0.963866144535422,17.474623416723084,0.8239683976059239,,,,5.6063829787234045,,regional_mean,False,False
10.0,2016.0,Summer,17,25.0,2.7334017778086714,0.928,4.970679476476895,0.9647708964603958,34.93333333333333,136.805,201.0,4.8,0.4636454643681527,2310,False,False
11.0,2016.0,Summer,13,149.0,1.767199436765588,0.7594252511148146,2.398107267006872,0.6889802450191606,34.88638888888889,136.66666666666666,201.0,4.8,0.46373887583859613,2411,False,False
12.0,2016.0,Summer,4,45.0,0.9332430718573717,0.5609876543209877,0.7880919330415892,0.6731925758563063,35.608333333333334,139.8983333333333,100.0,3.3,0.47768825343837323,1212,False,True
143.0,2016.0,Summer,8,50.0,2.025326220770068,0.86,1.7893555304473203,0.9739760316291208,34.60333333333333,134.61388888888888,305.0,5.8,1.082385399248306e-06,28143,False,False
15.0,2016.0,Summer,1,1.0,-0.0,0.0,,,35.551111111111105,139.9088888888889,100.0,1.6,0.4778209472003837,1215,True,True
18.0,2016.0,Summer,1,1.0,-0.0,0.0,,,35.559999999999995,139.82444444444445,100.0,1.6,0.4778031123314523,1318,True,True
181.0,2016.0,Summer,4,341.0,0.4174941351377866,0.1805970020897653,0.5144136583145612,0.3011583591817557,34.282222222222224,134.3538888888889,306.0,7.2,1.050338266185614e-06,37181,False,False
2.0,2016.0,Summer,4,199.0,1.1396596220944155,0.6374081462589328,0.5667536821207241,0.8220906425485017,35.64388888888889,139.9933333333333,100.0,4.0,0.47760326398872804,122,False,True
23.0,2016.0,Summer,8,960.0,0.918849588858551,0.5303276909722223,1.0193778954921864,0.4418732483896981,34.656666666666666,135.275,301.0,2.6,1.0330380410700952,2823,False,True
254.0,2016.0,Summer,9,620.0,0.7684688674890592,0.2929240374609779,1.2442222444267117,0.3497452538150213,34.11138888888889,133.6275,310.0,6.1,1.2354992871652025e-07,37254,False,False
26.0,2016.0,Summer,9,126.0,1.402981588407108,0.6477702191987906,1.6541632919497766,0.6385244380016889,35.46416666666667,139.85611111111112,100.0,0.8,0.47802883737174107,1326,True,True
274.0,2016.0,Summer,5,110.0,1.159588814308626,0.5619834710743803,0.8509768552826774,0.720493040054508,34.05333333333333,133.5,310.0,5.1,0.4363776020606364,38274,False,False
313.0,2016.0,Summer,8,440.0,1.4972484350138824,0.703512396694215,1.1500343472627503,0.7200242973910965,34.38666666666666,133.24749999999997,309.0,8.4,3.706497861587365e-07,34313,False,False
328.0,2016.0,Summer,9,199.0,1.848965289490125,0.7992222418625792,1.511343152321931,0.8415003675826789,34.0,133.17499999999998,310.0,9.6,0.43645341499102913,38328,False,False
35.0,2016.0,Summer,56,441.0,3.0790371305786595,0.8974244270648547,9.032615315708904,0.7649113337513959,35.34805555555556,139.80583333333334,100.0,5.7,0.6980006225924529,1235,False,False
396.0,2016.0,Summer,17,630.0,2.1437312934765576,0.7770219198790628,2.482267372509709,0.7566430879530764,34.333333333333336,132.45583333333332,312.0,4.2,3.083075573419973e-06,34396,False,False
4.0,2016.0,Summer,15,126.0,2.188291542792199,0.8653313177122701,2.894785760912109,0.8080690460987531,35.60166666666667,140.06416666666667,100.0,3.8,0.4777057070374204,124,False,True
410.0,2016.0,Summer,10,200.0,2.1081697690535046,0.855,1.6986524923597937,0.9155664976151896,34.30305555555555,132.35305555555556,312.0,5.2,6.410112723819321e-07,34410,False,False
426.0,2016.0,Summer,17,52.0,2.371348123102273,0.8653846153846154,4.04935790843707,0.8369818418641549,33.99666666666667,132.29222222222222,312.0,7.8,2.081891068016308e-06,35426,False,False
44.0,2016.0,Summer,25,53.0,2.919602462256307,0.9255962976148095,6.044895570040792,0.907025502413052,34.436388888888885,135.14,301.0,5.8,0.4497499003868794,2744,False,False
528.0,2016.0,Summer,4,1050.0,0.4595156417806467,0.222766439909297,0.4312485305408844,0.3314704688039241,33.30333333333333,131.61333333333332,314.0,5.8,0.4374461489178894,44528,False,False
550.0,2016.0,Summer,15,78.0,1.7208274146011775,0.6788297172912559,3.2134348557412733,0.6354488605494756,34.03805555555555,131.70083333333332,315.0,6.8,3.110951984571743e-06,35550,False,False
59.0,2016.0,Summer,1,1.0,-0.0,0.0,,,34.72,137.12166666666667,202.0,3.3,0.4640774576398907,2359,False,True
598.0,2016.0,Summer,6,10.0,1.6957425341696346,0.7999999999999999,2.1714724095162588,0.9464119282150146,33.78333333333333,131.32527777777779,316.0,7.3,2.08693947347891e-06,35598,False,False
617.0,2016.0,Summer,15,330.0,2.302846753623138,0.8539944903581267,2.4141707736349978,0.8503707769840643,33.635,131.13333333333333,316.0,8.0,0.4369762901227268,40617,False,False
79.0,2016.0,Summer,8,300.0,1.4981727034911143,0.6688888888888889,1.2272557782670226,0.7204687765739475,34.11277777777778,135.00833333333333,303.0,6.7,3.078671416947404e-06,3079,False,False
9.0,2016.0,Summer,2,4.0,0.5623351446188083,0.375,0.7213475204444817,0.8112781244591328,35.53722222222222,140.0225,100.0,3.7,0.4778553138512997,129,False,True
10.0,2017.0,Summer,9,24.0,1.7287752219924015,0.7569444444444444,2.517263843552999,0.7867995105390013,34.93333333333333,136.805,201.0,6.9,0.4636454643681527,2310,False,False
11.0,2017.0,Summer,5,27.0,1.3731530496710267,0.7050754458161865,1.2136523021691166,0.8531879602576788,34.88638888888889,136.66666666666666,201.0,5.9,0.46373887583859613,2411,False,False
12.0,2017.0,Summer,3,32.0,0.6747074674188231,0.365234375,0.5770780163555853,0.6141452033426616,35.608333333333334,139.8983333333333,100.0,5.9,0.47768825343837323,1212,False,False
143.0,2017.0,Summer,11,115.0,2.125615691344483,0.8506616257088847,2.1075117050092493,0.8864505950102923,34.60333333333333,134.61388888888888,305.0,6.0,1.082385399248306e-06,28143,False,False
18.0,2017.0,Summer,1,8.0,-0.0,0.0,,,35.559999999999995,139.82444444444445,100.0,0.5,0.4778031123314523,1318,True,True
181.0,2017.0,Summer,5,233.0,0.6977752120266199,0.3121074250769032,0.7338051334757089,0.4335521157018791,34.282222222222224,134.3538888888889,306.0,6.8,1.050338266185614e-06,37181,False,False
2.0,2017.0,Summer,15,276.0,1.7654569399792572,0.768982356647763,2.49092552906609,0.6519291774061996,35.64388888888889,139.9933333333333,100.0,4.8,0.47760326398872804,122,False,False
23.0,2017.0,Summer,3,70.0,0.6559757323365467,0.3571428571428572,0.4707549111047736,0.5970948432879916,34.656666666666666,135.275,301.0,3.0,1.0330380410700952,2823,False,True
26.0,2017.0,Summer,11,136.0,1.9144852734591984,0.810553633217993,2.0355592307196484,0.7984023719371918,35.46416666666667,139.85611111111112,100.0,4.4,0.47802883737174107,1326,False,False
27.0,2017.0,Summer,3,8.0,0.7356219397587946,0.40625,0.9617966939259756,0.6695919455357792,34.666666666666664,136.60027777777776,201.0,2.5,0.44935052538878156,2427,False,True
274.0,2017.0,Summer,3,116.0,0.7547005497075601,0.4368311533888228,0.4207346278486228,0.6869580447006585,34.05333333333333,133.5,310.0,7.6,0.4363776020606364,38274,False,False
313.0,2017.0,Summer,5,470.0,0.4806067861989658,0.1982797645993663,0.6501176304055847,0.2986177860518398,34.38666666666666,133.24749999999997,309.0,7.1,3.706497861587365e-07,34313,False,False
328.0,2017.0,Summer,8,516.0,1.591713505321144,0.733497085511688,1.1206981024859752,0.7654523935476011,34.0,133.17499999999998,310.0,7.9,0.43645341499102913,38328,False,False
35.0,2017.0,Summer,37,162.0,3.081172173844395,0.9346136259716508,7.076033086723978,0.8532933310544564,35.34805555555556,139.80583333333334,100.0,5.8,0.6980006225924529,1235,False,False
396.0,2017.0,Summer,19,1050.0,2.129256726713551,0.7807709750566894,2.587491183245307,0.7231451362311253,34.333333333333336,132.45583333333332,312.0,4.9,3.083075573419973e-06,34396,False,False
4.0,2017.0,Summer,6,37.0,0.9110962905654578,0.4119795471146822,1.3846894670442869,0.5084925215760049,35.60166666666667,140.06416666666667,100.0,1.3,0.4777057070374204,124,True,True
410.0,2017.0,Summer,17,810.0,1.6577804321028538,0.6060051821368695,2.389117243289452,0.5851237555338721,34.30305555555555,132.35305555555556,312.0,2.9,6.410112723819321e-07,34410,False,True
426.0,2017.0,Summer,11,33.0,1.7729265974041584,0.7456382001836548,2.859996675026744,0.7393678187351082,33.99666666666667,132.29222222222222,312.0,7.7,2.081891068016308e-06,35426,False,False
44.0,2017.0,Summer,28,119.0,2.687166452063872,0.8971117858908269,5.649571524761163,0.8064230283160453,34.436388888888885,135.14,301.0,6.7,0.4497499003868794,2744,False,False
528.0,2017.0,Summer,3,1250.0,0.1879602446757005,0.077312,0.2804695519592561,0.1710887877502007,33.30333333333333,131.61333333333332,314.0,6.2,0.4374461489178894,44528,False,False
550.0,2017.0,Summer,8,18.0,1.7485471551746845,0.7716049382716049,2.421833793828355,0.8408734365103406,34.03805555555555,131.70083333333332,315.0,6.8,3.110951984571743e-06,35550,False,False
59.0,2017.0,Summer,4,9.0,1.2730283365896256,0.691358024691358,1.365358839940256,0.9182958340544894,34.72,137.12166666666667,202.0,2.4,0.4640774576398907,2359,False,True
598.0,2017.0,Summer,2,5.0,0.5004024235381879,0.3199999999999998,0.6213349345596119,0.7219280948873623,33.78333333333333,131.32527777777779,316.0,7.3,2.08693947347891e-06,35598,False,False
61.0,2017.0,Summer,1,1.0,-0.0,0.0,,,34.75,137.3,202.0,3.2,1.104548288568557,2361,False,True
617.0,2017.0,Summer,8,360.0,1.3409563061456191,0.5941358024691357,1.1892416380339466,0.6448636709750225,33.635,131.13333333333333,316.0,5.7,0.4369762901227268,40617,False,False
79.0,2017.0,Summer,9,140.0,1.615223332821734,0.6811224489795918,1.61889495755458,0.735119818648639,34.11277777777778,135.00833333333333,303.0,6.5,3.078671416947404e-06,3079,False,False
10.0,2018.0,Summer,12,54.0,1.8129762757675432,0.7469135802469136,2.757594382828965,0.7295953254108025,34.93333333333333,136.805,201.0,5.3,0.4636454643681527,2310,False,False
11.0,2018.0,Summer,9,18.0,1.9559838465843624,0.8209876543209876,2.767810050089549,0.8902066119047682,34.88638888888889,136.66666666666666,201.0,3.5,0.46373887583859613,2411,False,True
12.0,2018.0,Summer,7,366.0,1.2927252326446244,0.6862999790976141,1.0164954624654836,0.6643293541956228,35.608333333333334,139.8983333333333,100.0,5.0,0.47768825343837323,1212,False,False
15.0,2018.0,Summer,1,1.0,-0.0,0.0,,,35.551111111111105,139.9088888888889,100.0,2.7,0.4778209472003837,1215,False,True
2.0,2018.0,Summer,9,33.0,1.7450700293734644,0.7731864095500459,2.287997340021395,0.7942155969732873,35.64388888888889,139.9933333333333,100.0,10.0,0.47760326398872804,122,False,False
26.0,2018.0,Summer,9,53.0,1.489971331445449,0.6585973656105375,2.0149651900135974,0.6781151762155323,35.46416666666667,139.85611111111112,100.0,3.4,0.47802883737174107,1326,False,True
28.0,2018.0,Summer,4,22.0,0.9450230556973244,0.4958677685950413,0.9705463594460176,0.6816900379901324,34.669999999999995,136.7161111111111,201.0,1.1,1.0161252080743005e-06,2428,True,True
35.0,2018.0,Summer,19,52.0,2.684135348325084,0.9134615384615384,4.555527646991703,0.911594829207482,35.34805555555556,139.80583333333334,100.0,6.8,0.6980006225924529,1235,False,False
4.0,2018.0,Summer,9,66.0,1.728278671078423,0.7736455463728191,1.9094652167282435,0.7865735204790409,35.60166666666667,140.06416666666667,100.0,8.0,0.4777057070374204,124,False,False
426.0,2018.0,Summer,5,21.0,1.301467358086001,0.6575963718820862,1.3138349550122044,0.8086471357678363,33.99666666666667,132.29222222222222,312.0,7.7,2.081891068016308e-06,35426,False,False
44.0,2018.0,Summer,16,31.0,2.604012424383912,0.9136316337148804,4.368100143299437,0.939198952767979,34.436388888888885,135.14,301.0,6.2,0.4497499003868794,2744,False,False
550.0,2018.0,Summer,6,46.0,1.3952190286248871,0.6833648393194707,1.3059462828211212,0.7786865662420583,34.03805555555555,131.70083333333332,315.0,5.4,3.110951984571743e-06,35550,False,False
59.0,2018.0,Summer,1,1.0,-0.0,0.0,,,34.72,137.12166666666667,202.0,4.7,0.4640774576398907,2359,False,False
598.0,2018.0,Summer,1,1.0,-0.0,0.0,,,33.78333333333333,131.32527777777779,316.0,6.1,2.08693947347891e-06,35598,False,False
61.0,2018.0,Summer,1,1.0,-0.0,0.0,,,34.75,137.3,202.0,11.6,1.104548288568557,2361,False,False
9.0,2018.0,Summer,1,1.0,-0.0,0.0,,,35.53722222222222,140.0225,100.0,3.2,0.4778553138512997,129,False,True
10.0,2019.0,Summer,31,78.0,2.9691275547122737,0.9243918474687706,6.8859318337313,0.864629766480866,34.93333333333333,136.805,201.0,6.3,0.4636454643681527,2310,False,False
11.0,2019.0,Summer,27,231.0,2.4236892280992475,0.8535447236745939,4.777288584397768,0.7353790028562852,34.88638888888889,136.66666666666666,201.0,2.8,0.46373887583859613,2411,False,True
12.0,2019.0,Summer,5,391.0,0.8260986923528555,0.4547981763593905,0.6701618331607131,0.5132839769528423,35.608333333333334,139.8983333333333,100.0,0.5,0.47768825343837323,1212,True,True
143.0,2019.0,Summer,1,9.0,-0.0,0.0,,,34.60333333333333,134.61388888888888,305.0,6.3,1.082385399248306e-06,28143,False,False
181.0,2019.0,Summer,3,125.0,0.6592855313193172,0.3594239999999999,0.4142232897064078,0.6001075521543588,34.282222222222224,134.3538888888889,306.0,6.6,1.050338266185614e-06,37181,False,False
2.0,2019.0,Summer,10,490.0,1.1731390505554449,0.6091295293627655,1.4529239582743867,0.5094878161614496,35.64388888888889,139.9933333333333,100.0,1.1,0.47760326398872804,122,True,True
23.0,2019.0,Summer,6,119.0,1.579367310308059,0.7551726572982134,1.046216949029845,0.8814616791105889,34.656666666666666,135.275,301.0,3.5,1.0330380410700952,2823,False,True
254.0,2019.0,Summer,16,568.0,2.060604995906281,0.8018312338821663,2.36513920337789,0.7432061522062539,34.11138888888889,133.6275,310.0,5.1,1.2354992871652025e-07,37254,False,False
26.0,2019.0,Summer,8,45.0,1.1637679877899074,0.505679012345679,1.8388811770970412,0.5596541015766091,35.46416666666667,139.85611111111112,100.0,7.3,0.47802883737174107,1326,False,False
27.0,2019.0,Summer,6,15.0,1.617053152509554,0.7733333333333333,1.8463468653442756,0.9024945481137768,34.666666666666664,136.60027777777776,201.0,2.2,0.44935052538878156,2427,False,True
274.0,2019.0,Summer,2,30.0,0.6931471805599453,0.5,0.294014103795206,1.0,34.05333333333333,133.5,310.0,5.4,0.4363776020606364,38274,False,False
313.0,2019.0,Summer,9,419.0,1.3597810256921852,0.6248426472849893,1.3249703589395656,0.6188630146039511,34.38666666666666,133.24749999999997,309.0,7.2,3.706497861587365e-07,34313,False,False
328.0,2019.0,Summer,11,359.0,1.3738002825871682,0.5842754168574111,1.6997198758930332,0.5729192171866322,34.0,133.17499999999998,310.0,6.9,0.43645341499102913,38328,False,False
35.0,2019.0,Summer,17,71.0,2.1579798736813065,0.79071612775243,3.753507291545769,0.7616722115927208,35.34805555555556,139.80583333333334,100.0,4.3,0.6980006225924529,1235,False,False
396.0,2019.0,Summer,16,313.0,2.1654467896631986,0.7896783676469087,2.6104193504145776,0.7810198361890057,34.333333333333336,132.45583333333332,312.0,3.9,3.083075573419973e-06,34396,False,True
4.0,2019.0,Summer,19,325.0,1.6195838377644296,0.6720189349112426,3.1121272570602767,0.5500483620899923,35.60166666666667,140.06416666666667,100.0,1.0,0.4777057070374204,124,True,True
410.0,2019.0,Summer,7,144.0,1.7868083399845722,0.8125,1.207288813145534,0.9182378440505176,34.30305555555555,132.35305555555556,312.0,6.0,6.410112723819321e-07,34410,False,False
426.0,2019.0,Summer,5,11.0,1.4681399390162089,0.743801652892562,1.6681295656969852,0.9122066329329884,33.99666666666667,132.29222222222222,312.0,8.4,2.081891068016308e-06,35426,False,False
44.0,2019.0,Summer,6,9.0,1.6769877743224173,0.7901234567901234,2.275598066567093,0.935944697445866,34.436388888888885,135.14,301.0,6.5,0.4497499003868794,2744,False,False
528.0,2019.0,Summer,2,27.0,0.6365141682948128,0.4444444444444444,0.3034130755422791,0.9182958340544894,33.30333333333333,131.61333333333332,314.0,4.0,0.4374461489178894,44528,False,True
550.0,2019.0,Summer,6,17.0,1.3945573191650285,0.6643598615916955,1.7647806193238058,0.7783172591608217,34.03805555555555,131.70083333333332,315.0,8.0,3.110951984571743e-06,35550,False,False
59.0,2019.0,Summer,11,17.0,2.2623862541833204,0.8788927335640139,3.529561238647612,0.9434883499074128,34.72,137.12166666666667,202.0,5.6,0.4640774576398907,2359,False,False
598.0,2019.0,Summer,4,6.0,1.242453324894,0.6666666666666666,1.674331879653742,0.8962406251802889,33.78333333333333,131.32527777777779,316.0,7.6,2.08693947347891e-06,35598,False,False
61.0,2019.0,Summer,1,1.0,-0.0,0.0,,,34.75,137.3,202.0,1.9,1.104548288568557,2361,True,True
617.0,2019.0,Summer,4,196.0,0.6678873915182968,0.320960016659725,0.5683847725349268,0.4817789138078561,33.635,131.13333333333333,316.0,8.5,0.4369762901227268,40617,False,False
79.0,2019.0,Summer,18,286.0,2.648631908226103,0.911071446036481,3.0056620604505087,0.9163637518220084,34.11277777777778,135.00833333333333,303.0,6.4,3.078671416947404e-06,3079,False,False
10.0,2020.0,Summer,28,73.0,2.8865739774091,0.9198723963220116,6.29303233612975,0.8662655514073856,34.93333333333333,136.805,201.0,6.5,0.4636454643681527,2310,False,False
12.0,2020.0,Summer,4,389.0,0.5469333988874541,0.2789963058663371,0.5030535903257938,0.3945290511357376,35.608333333333334,139.8983333333333,100.0,1.8,0.47768825343837323,1212,True,True
143.0,2020.0,Summer,11,117.0,2.3516733019046305,0.8994082840236686,2.09988130146378,0.9807239409418416,34.60333333333333,134.61388888888888,305.0,5.4,1.082385399248306e-06,28143,False,False
15.0,2020.0,Summer,2,25.0,0.2787693717685874,0.1472,0.3106674672798059,0.4021791902022729,35.551111111111105,139.9088888888889,100.0,1.2,0.4778209472003837,1215,True,True
18.0,2020.0,Summer,6,132.0,0.9910130243251192,0.5071166207529845,1.02400221824922,0.5530948999265388,35.559999999999995,139.82444444444445,100.0,0.9,0.4778031123314523,1318,True,True
