zettaicode,Summer_1_COD2,Summer_2_COD2,Summer_1_DOC2,Summer_2_DOC2,Summer_1_TN2,Summer_2_TN2,Summer_1_TP2,Summer_2_TP2,Summer_1_DIN2,Summer_2_DIN2,Summer_1_DIP2,Summer_2_DIP2,Summer_1_NH4N2,Summer_2_NH4N2,Summer_1_NO2N2,Summer_2_NO2N2,Summer_1_NO3N2,Summer_2_NO3N2,Summer_1_PO4P2,Summer_2_PO4P2,Summer_1_COD2_pval,Summer_2_COD2_pval,Summer_1_DOC2_pval,Summer_2_DOC2_pval,Summer_1_TN2_pval,Summer_2_TN2_pval,Summer_1_TP2_pval,Summer_2_TP2_pval,Summer_1_DIN2_pval,Summer_2_DIN2_pval,Summer_1_DIP2_pval,Summer_2_DIP2_pval,Summer_1_NH4N2_pval,Summer_2_NH4N2_pval,Summer_1_NO2N2_pval,Summer_2_NO2N2_pval,Summer_1_NO3N2_pval,Summer_2_NO3N2_pval,Summer_1_PO4P2_pval,Summer_2_PO4P2_pval,Summer_1_COD2_n,Summer_2_COD2_n,Summer_1_DOC2_n,Summer_2_DOC2_n,Summer_1_TN2_n,Summer_2_TN2_n,Summer_1_TP2_n,Summer_2_TP2_n,Summer_1_DIN2_n,Summer_2_DIN2_n,Summer_1_DIP2_n,Summer_2_DIP2_n,Summer_1_NH4N2_n,Summer_2_NH4N2_n,Summer_1_NO2N2_n,Summer_2_NO2N2_n,Summer_1_NO3N2_n,Summer_2_NO3N2_n,Summer_1_PO4P2_n,Summer_2_PO4P2_n
00001439,-0.06085369560865804,-0.013922267732623134,0.10579080285497773,0.15054884603855162,0.12494394596563248,-0.05473261015877711,0.029551481171333483,-0.3338243317307353,0.08189990265934514,-0.17835131704468524,0.11184771099639014,-0.3291186097645471,0.0722236634794223,0.32767430949869414,0.2213876988589615,0.124227087500688,0.03870023810197227,-0.3295723385937854,0.11184771099639014,-0.3291186097645471,0.7324414198836727,0.9377109222171244,0.5515342028132957,0.3953989935958394,0.481396671913312,0.7585112222028837,0.8682324656314301,0.05367345821114443,0.6451812563309229,0.31288844310201946,0.528848169176335,0.05735101399773195,0.6848077258932344,0.05851888127394631,0.20828351301894063,0.4839355926305114,0.8279746860527645,0.05698796088185044,0.528848169176335,0.05735101399773195,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
00001441,-0.1931710464090198,-0.15967687333340697,0.14505223849216412,0.1675454747205781,0.2183939626114299,0.09975760310701173,0.19172061113344466,-0.08183453460522017,0.285500377685123,-0.007945493860218046,0.15905995235390186,-0.05830799262735939,0.46466057310272346,0.05594917366177612,0.31012340281446105,0.20596649569347739,0.06592033454586864,-0.0668308774682927,0.15905995235390186,-0.05830799262735939,0.2736963460392383,0.36703077709424337,0.41307264604279714,0.34357478213190307,0.21465856331904407,0.5745741580373624,0.2773842191789784,0.6454459113065795,0.10168476805835383,0.9644281460318666,0.3689090542981101,0.7432498023928193,0.005629616277522242,0.7533079689774389,0.07426495727305617,0.242548302203198,0.7110813272931268,0.7072648859814628,0.3689090542981101,0.7432498023928193,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
00001446,0.002869123453084544,-0.042522961007982335,0.10750738333426776,0.08062720076911857,0.15806809274946465,-0.053977484512125425,0.0093347980246327,-0.2795401797788211,-0.07027424210508099,-0.04543108824730081,-0.07271079357117642,-0.330694026589207,-0.1162861437212374,0.17080454457741392,0.11289992419223699,0.013524248568361479,-0.03508946117775255,-0.09618222698789315,-0.07271079357117642,-0.330694026589207,0.9871514524202112,0.8112739810261069,0.5450588121400726,0.650341691085816,0.3719407768695,0.7617461639656372,0.9582132676391937,0.10934993062629203,0.6928963103664667,0.7986230995265967,0.682791835460214,0.0560982467241595,0.512516580716426,0.33413305521305636,0.5249537834507741,0.9394883813038553,0.8438178843292329,0.5884293086325781,0.682791835460214,0.0560982467241595,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
00002310,-0.08928627319174659,-0.01572241496329237,-0.1988540448439204,-0.24738384522277998,0.18788519801073858,0.05493513060158728,0.15048209667178153,0.12792278769405077,0.23388941741704555,0.1570268852119658,0.20955870852032643,0.045249505325327,0.1377644176028906,0.2228501719397258,0.24518984127029883,0.1478289275387541,0.23420601107748026,0.018528028255133312,0.20955870852032643,0.045249505325327,0.5787978850241243,0.9222775796463811,0.2126166141796115,0.11890359383072617,0.23945129855358263,0.7330011644698675,0.3476691958122843,0.42541788586655066,0.14107205851763754,0.3268549429996442,0.18851317042591065,0.7787703596223731,0.39036869911077376,0.16136603860244444,0.12231690932999027,0.35633261001351,0.14051926379956728,0.9084624587553431,0.18851317042591065,0.7787703596223731,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002312,-0.20459375104125163,-0.2967643915730887,-0.3390982327641733,,0.004053800619927826,-0.14776582182768594,-0.0364071163188922,0.019294276276513873,0.1487297707858345,0.1150062473976925,0.1886109753779469,-0.016953098093179048,0.06659313051511936,0.05293054929962214,0.21570147868559558,-0.1539691171794571,0.14990700906353221,0.10147297386397058,0.1886109753779469,-0.016953098093179048,0.1994398336263474,0.05954512289862522,0.030093680571064624,,0.9799318607290698,0.35654024816279284,0.8212132323609908,0.9046938259735577,0.3533765354984593,0.4739870455769201,0.23760795840828974,0.9162145580688437,0.679110570839551,0.7424050150046545,0.1755904862201215,0.3364807068356221,0.34953601739134216,0.5278553311317725,0.23760795840828974,0.9162145580688437,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002316,0.06865760087876331,-0.17393106681363982,-0.18070138334458027,,0.062276956213672116,-0.16471636445174193,0.22705315513945223,0.23878061603640566,0.15061531158709252,4.556855017828765e-05,0.2229227684236703,0.16959872246016808,0.11242047411514762,-0.008736505114222028,0.11608897546534597,-0.06667263502792443,0.1506190625699144,0.02937486652510908,0.2229227684236703,0.16959872246016808,0.669720526418139,0.2767821409706139,0.2582197398341553,,0.6988961854163096,0.3034171906646243,0.15340370514294321,0.13270939617952957,0.3472376308662108,0.9997743922904511,0.16122601198057265,0.2891076168181817,0.48404959236853623,0.9567663316925936,0.46980667051511044,0.6787480536490365,0.3472254838717521,0.8553368149680356,0.16122601198057265,0.2891076168181817,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002317,-0.20385262588341238,-0.409432640651626,-0.2399810785114306,,-0.11892162594855983,0.010617303863922163,-0.06430401702403121,0.020208121688347895,0.1203373450179159,0.16422188159178427,0.02184213631506366,0.25415748301758506,0.00789316258682786,0.303096319731534,0.19187600859344148,0.1265811039645843,0.15340964680855015,-0.03640569007494017,0.02184213631506366,0.25415748301758506,0.20110822678912685,0.007855413517890448,0.13071449601186222,,0.45896314905067864,0.9474707558955583,0.6895785646433628,0.9002019683110534,0.4535946641597789,0.3048912462813945,0.8921779770272156,0.10881767604429755,0.9609363385041486,0.054063212910552244,0.2294346380643077,0.43032890015215697,0.33826067185367936,0.8212201224751151,0.8921779770272156,0.10881767604429755,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002321,0.03524762384733349,-0.29577037127407096,-0.07324357713160216,,0.12251684247090949,-0.09445134912410424,0.17851207038493946,-0.13329426159755542,0.22419166142720337,-0.013672806094780181,0.06629775604480552,-0.025661255804194483,0.2807853239700787,-0.08629058188862657,0.21438493603142297,-0.17581383566760522,0.18578060371977925,0.053839924090959626,0.06629775604480552,-0.025661255804194483,0.8268190137543873,0.06044457444762479,0.6490400069373446,,0.44539686457102645,0.5569376283627218,0.2641291584855348,0.4060743573308858,0.15879274985384892,0.9323845535291042,0.6804580158123559,0.8734664796915118,0.0753595723708328,0.5916513908013405,0.1783051608206741,0.27153461696787706,0.24485126907305185,0.7381343018128169,0.6804580158123559,0.8734664796915118,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002325,-0.0454894137127766,-0.21151173752311483,-0.08931578030390357,,0.16144138555017903,-0.002904038457694963,0.14848097305839783,0.14613117666229866,0.20704410933516404,0.12642274372039514,0.37486988516777725,0.15004021948745683,0.2704753194300638,-0.03112698473934814,0.2046107473990727,-0.12998096058714698,0.16359248645686383,0.14828284861365715,0.37486988516777725,0.15004021948745683,0.7776270099480727,0.18433354288596748,0.5786719094064254,,0.31326478897479704,0.9856229921924695,0.3541914602015635,0.3619442617504685,0.19399291669234034,0.4309106306884985,0.01573948942227953,0.34910305301229344,0.08719724819132918,0.8468078897665596,0.19940168638648212,0.4179457522543095,0.3067740699754461,0.35484122229125675,0.01573948942227953,0.34910305301229344,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002329,0.32023876944529983,-0.1989475212792345,0.06448568638113691,,0.13729390913817788,0.0331680588903675,0.1292944244531012,0.1722809804653683,0.1102586168464123,0.15801433463601114,0.27032174563385736,0.14993163499628118,0.11231539072500182,-0.054286415280639336,0.21849864039060563,0.0521380944332897,0.09010840051568667,0.19874866587407927,0.27032174563385736,0.14993163499628118,0.0412289468132393,0.21239729451613223,0.6887456802916618,,0.3920048933376619,0.8368941566567734,0.4204299040230257,0.2814353951512376,0.4925471182155907,0.3237835750496631,0.08738387799629495,0.3494559528033512,0.48446086472317507,0.7360402673602291,0.16992140886290844,0.7461328640762674,0.5752925947451888,0.21286404862666813,0.08738387799629495,0.3494559528033512,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002331,0.04282753657257316,-0.24101065519894163,-0.0304970607606506,,-0.07827109494659257,0.03777987997672732,-0.0657371411826213,0.02036769794992878,0.32663291243485276,0.10590477664722699,0.06061760758286022,0.13960744873162448,0.13602947109251537,-0.05255141869087167,0.14868633989878374,0.05672806253798143,0.4495304856326351,0.1830707412471359,0.06061760758286022,0.13960744873162448,0.7903383130427036,0.12902144764325812,0.8498722882659858,,0.626663883739895,0.8145876986110725,0.6830181343087414,0.8994179082233609,0.037128933478905106,0.5098909699040134,0.7065562271592347,0.3839980696679505,0.3964217395738865,0.7441877945377809,0.3535187090964153,0.724622654740879,0.0031925960690513447,0.25192432843641416,0.7065562271592347,0.3839980696679505,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002337,0.13828958285459853,0.09495824859425912,-0.05623747089349063,,-0.10441802499256993,-0.14964918226143537,-0.1292758471851096,-0.22289862645350084,0.2710423917153397,0.022476900324332257,0.07777825075122596,-0.18547613389535167,0.2900173447008427,-0.08745089877285261,0.1520158096406097,0.09671680039325563,0.19378046358325762,0.10739579391780037,0.07777825075122596,-0.18547613389535167,0.3885471542255759,0.5548132865753123,0.7269121272713392,,0.5158830688225569,0.3503749434948322,0.42049723929624905,0.16127256806192733,0.08651079286794379,0.8890637195082032,0.6288432802183163,0.2456392225030178,0.06586481909797719,0.5866579193504965,0.34272039928814396,0.5474731109683096,0.22475705006650012,0.5039170318113119,0.6288432802183163,0.2456392225030178,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002343,0.260441692076805,-0.08523786794171857,-0.07033382555702045,,-0.0674469558474666,-0.1082310926383674,-0.1510153863943657,-0.1312307757840874,-0.018076487849246804,-0.05850424912330854,0.11983497009171735,-0.18561263899477135,-0.03381642769133504,-0.06925299594291967,0.2746702377853303,-0.01155223507791868,-0.0520152850550337,-0.024120145784600915,0.11983497009171735,-0.18561263899477135,0.10005470447679654,0.5961979488125598,0.6621326232461608,,0.6752211239723606,0.5005858914575969,0.345943512888681,0.41344483530579607,0.9106841998278076,0.7163535260393176,0.4554957898578317,0.2452857427526218,0.8337500807241823,0.6670215431600246,0.08221792218812271,0.9428524729470501,0.7467110950875383,0.8810094354010404,0.4554957898578317,0.2452857427526218,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002350,-0.2082925178769346,-0.3317336170712718,-0.04318473250202562,,0.06200000704227369,0.1878048286560881,-0.024682259717713522,0.19005584854707472,-0.008973448566463479,0.12514679508021148,0.015591839910196689,0.21250923351606932,-0.06277954619889782,0.06806675106781011,0.1280409312146105,-0.013425739717947534,0.00856026941662818,0.10775072136462875,0.015591839910196689,0.21250923351606932,0.1912585423798127,0.034102895325774894,0.7886293941158639,,0.7001726423672985,0.23965601609316117,0.87825693374729,0.2339669815136261,0.9555949366157714,0.4356137455020343,0.9229211248817801,0.18222444648556116,0.6965818414600903,0.6724029634592815,0.4249869527399301,0.933603619517794,0.9576376596242878,0.5025002223457301,0.9229211248817801,0.18222444648556116,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002352,0.001694672897709588,-0.18353406346388418,-0.07985139582352473,,0.11589120295195271,0.21940132173916516,0.03535361971811453,0.2787601507936266,0.09369173076736356,0.2054877736347374,0.0972680096547937,0.2621833574437632,0.0888924022294467,0.22639546082686407,0.23194301460977884,0.03398542310080831,0.07032085022075824,0.08697471056921041,0.0972680096547937,0.2621833574437632,0.9916099041280834,0.25070540384601403,0.619696835484798,,0.47056879844464766,0.16812037788565276,0.8263062002782263,0.07757930861992436,0.5601281887078169,0.1974402038704927,0.5451819107560737,0.09772446493774349,0.5804806347115932,0.15463034672914006,0.14450595294190208,0.8329310040878947,0.6621912331358449,0.5887049439453048,0.5451819107560737,0.09772446493774349,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002353,-0.297198938285726,-0.3679756843657551,-0.16732118406288002,,-0.19490381358545372,0.12671444167809018,-0.13280998488923026,0.188946730726233,0.0212562036659195,0.16573580803488389,0.21932471172177168,0.1835968573573703,0.044623411344897085,0.16582250270352203,0.01632557710811168,0.04621251494571861,0.011775552203982772,0.09619201102385151,0.21932471172177168,0.1835968573573703,0.059155284543396094,0.017930514701291696,0.2957274806097688,,0.22202886936625754,0.42983942885511417,0.4077973184000216,0.23675846917904364,0.8950540798350604,0.30039261349041224,0.16827269331786088,0.2505405083817305,0.7817563456412263,0.3001362940196919,0.9193055077668932,0.7741836785687254,0.941749620031758,0.5496587359793115,0.16827269331786088,0.2505405083817305,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002355,-0.027604974114048615,-0.148094952709768,-0.04878922257065806,,0.03052846390827721,-0.06031119786043246,-0.007322954745921628,0.12459652805645499,-0.02575440679739596,0.055764738730948206,0.0023771123280886177,0.09689279642720484,-0.03053397737002828,0.1322365551214292,0.1421011421923784,0.10532452912377925,-0.027484396076065662,-0.17969161707051928,0.0023771123280886177,0.09689279642720484,0.8639687774787389,0.35545810679505163,0.7619487651087273,,0.849719468994379,0.7079738604406375,0.9637563873495646,0.4376507618187456,0.8730108997940995,0.7291204733370175,0.9882314406448414,0.5467410547713947,0.8496926390205034,0.40984287164317335,0.37547639104752284,0.5122253868257377,0.8645574297271247,0.2609342744778101,0.9882314406448414,0.5467410547713947,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002357,-0.036466506939873744,-0.2323794617624252,-0.10580571712881523,,-0.07951722650948648,-0.03955866407259018,-0.08856721910994064,0.14866079671647237,-0.017822352560103123,-0.041760451968662425,-0.02404234351265399,0.01928368389658949,0.07540247412421822,-0.003494504516010343,0.06866106109812449,-0.09394042610977658,-0.039832623464618876,-0.04562836033237694,-0.02404234351265399,0.01928368389658949,0.8209263309770084,0.1437306603007166,0.510289121143286,,0.6211673764980585,0.8060215233504279,0.5818715840510519,0.3536023424516854,0.9119349330742742,0.7954492688292163,0.8813905191485194,0.9047459085415087,0.6393925353846532,0.9827001780509459,0.6697048290231542,0.5590826780254751,0.8047041627885767,0.776965032833822,0.8813905191485194,0.9047459085415087,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002359,-0.0297475675511282,-0.0817402335824781,-0.12121543594055839,-0.2236616596858671,-0.12245571271920007,0.12518763589573978,-0.11175014144075515,0.26157454346193126,0.12401807175005478,0.11007594070656915,0.167004530984285,0.21407108586262735,0.2836704580982835,0.1037977360435971,0.1584638249031557,0.048945494238980855,0.026891132463582452,0.005830485194889025,0.167004530984285,0.21407108586262735,0.8535211942402788,0.6114124364136624,0.4502820809194077,0.1598058261250164,0.44562568145504394,0.43546276796215977,0.4866762401536824,0.09853423472487019,0.43979779741855113,0.49326865959318833,0.29665551914510935,0.17895671685205644,0.07228365057417156,0.5183933726982904,0.3223914827913282,0.7612085471676522,0.867454741010819,0.9711395969503858,0.29665551914510935,0.17895671685205644,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002360,-0.06834135468534933,-0.1952859350272526,-0.17181886724105172,,-0.1489372078665602,0.005644998650478451,-0.2141839024038199,-0.016501401282466313,-0.003631380246260271,0.06677257098641627,-0.025148050267646445,-0.009179493351215984,0.12825699532514853,-0.0022265916639502576,0.06474130538887395,0.15669537370450395,-0.05031121132786224,0.26702312443054976,-0.025148050267646445,-0.009179493351215984,0.6711557719216246,0.22110606190420992,0.2827476463371102,,0.35269795715777474,0.972057372759632,0.17872231301698763,0.9184393390308284,0.9820226720081997,0.6782924763808095,0.875977168077211,0.9545763724217509,0.42419948461185064,0.9889765881825993,0.6875743791260335,0.3278901414980397,0.7547485059383657,0.09146774390098229,0.875977168077211,0.9545763724217509,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002361,-0.01607140313911614,-0.12648032290720237,0.08803976758883253,-0.23860608320405483,0.032974163675314465,0.06169521255247574,0.005974078093690896,0.19907061606641865,0.04897218500461454,0.13587143540445756,0.11775212614185164,0.2034415518926373,0.139398602072225,0.06667796084483191,0.061761762165368314,0.1358143637106178,0.008410608919153306,0.22766872630769397,0.11775212614185164,0.2034415518926373,0.9205578162268118,0.43069906496488713,0.5841308999142896,0.1330013064245534,0.837834883911612,0.7015783793711027,0.9704291334362289,0.2121087222188997,0.7610821409809537,0.39697580054706944,0.46342363193769354,0.202037827642691,0.3847168821592374,0.6787237720418668,0.7012713631819878,0.39717599979482315,0.9583776351872356,0.15226208148822487,0.46342363193769354,0.202037827642691,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002366,-0.09311664679535857,-0.14266499078408384,-0.03467856063660928,,-0.20312111728878077,0.10013756542456699,-0.18838188016713225,0.09046080524845618,0.2063609076110901,0.22519773010592453,0.12757447079146295,0.11598066900031821,0.16245225357274892,0.26728047360470536,0.288116177284126,-0.08685018329835151,0.15764903887758772,0.023677707847950796,0.12757447079146295,0.11598066900031821,0.5625493125637249,0.37356523740112163,0.8295733792723108,,0.20276454135573288,0.5333285240310027,0.23818877445937583,0.5737930109025756,0.19550094451487368,0.15688255387049224,0.42668981133484435,0.4702239545864216,0.3102038617341944,0.0911439258936047,0.0677382735196457,0.5892407805921589,0.3249176804429129,0.8831768934712577,0.42668981133484435,0.4702239545864216,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002411,0.013914786791085347,0.3786024746831955,-0.39888313940599507,-0.1858717004473619,0.018799476944483584,-0.01681881697204294,-0.15245103043601507,0.12433257640282108,0.0722984030178497,-0.028509114783540512,-0.0623796782330587,-0.08573329163931352,-0.009448321626464326,-0.08606708864504063,0.3877847375365535,0.015337261488829067,0.07487593525479183,0.014711810566259101,-0.0623796782330587,-0.08573329163931352,0.9311907288195712,0.014650760111122724,0.009785434022101564,0.2446158467201044,0.907127163644429,0.9168758792670894,0.34132400391195283,0.4386297420164137,0.6532817039642759,0.8595571684888167,0.6984229479597435,0.5940563614969052,0.9532475510059689,0.5926153535505712,0.012240522995861518,0.9241759655639935,0.6417401607316211,0.9272596351261371,0.6984229479597435,0.5940563614969052,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002415,0.10864634228580816,0.3101602382737729,-0.0998513938585572,,-0.10137805057498421,-0.14368850028431585,-0.23927837212443856,-0.15284391928391675,-0.13152812847329462,-0.13452681303421268,-0.06913109871281942,-0.18729206604769913,-0.07262227253630338,-0.0015755288026844654,0.048105505024095614,0.09929703876205652,-0.13918230053431785,-0.1547317450985198,-0.06913109871281942,-0.18729206604769913,0.49893407665778533,0.04843309145649748,0.5345049788015023,,0.528243465407497,0.3701108900576567,0.13187950588543518,0.34006643992446856,0.4123780655063988,0.40170807304315603,0.6675737794614844,0.24096492100898514,0.6518270397983807,0.9921997516560408,0.7651898094423928,0.5367875132355758,0.3854621858650393,0.3340637369099681,0.6675737794614844,0.24096492100898514,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002418,0.05320173475879547,0.4077959309106317,-0.30344492138580326,,-0.1616153481360937,0.15917219970865992,-0.20319762226255755,-0.10205576360772853,-0.027330030357575415,-0.004603241329119488,0.10767686546939856,-0.021520090805346004,-0.05857551491507945,-0.03227298552900309,0.24181005096256267,-0.15357259325723643,-0.027238010030809688,0.04926484629423955,0.10767686546939856,-0.021520090805346004,0.7411306376665894,0.008131431469985179,0.05377358201085936,,0.31273667070695327,0.3202052417884356,0.20259086967058934,0.5254754129959381,0.8653111361005574,0.9772125500557552,0.5027948755331171,0.893758599907509,0.7160224031793226,0.8412386616069863,0.12771824132723023,0.33774165621639707,0.8657604907952873,0.7596965137793364,0.5027948755331171,0.893758599907509,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002423,0.0416344507010053,0.24062292949629185,-0.2793931717151949,0.14278989746643383,0.04052497352821107,-0.05092300462778131,0.16374564481431508,0.04385584757159498,0.23346310573796258,0.14938700279824532,0.4383047830692611,0.2719392780046589,0.5052891144228309,0.34238310718244497,0.33727970780463173,0.23238512885241988,-0.013439923715169187,-0.10458958836212104,0.4383047830692611,0.2719392780046589,0.7960533317297924,0.12965709636163417,0.07688004316573932,0.3731426528638188,0.8013773115151669,0.751859943154407,0.306315219738569,0.785421251691988,0.14181896392367796,0.35122928963554995,0.004152676800118048,0.08543365857948496,0.0007527558090269099,0.028435405139361627,0.03104553067824569,0.14372061363714847,0.9335336292760031,0.5151898249090008,0.004152676800118048,0.08543365857948496,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002424,0.3893331120040359,0.3264841513018419,-0.26318737524721786,,-0.06889752500197416,0.0638097186500858,-0.025610045998180474,-0.09930187927803122,-0.032660456389410265,-0.15742590732559245,0.20189087886853135,-0.051600186551866975,-0.00454584843393969,-0.03394918885064574,0.18808144414967412,0.07255075569498609,-0.04006220783567971,-0.14483486266762322,0.20189087886853135,-0.051600186551866975,0.011869351419926958,0.03722037939170049,0.0964002169667611,,0.6686324317956953,0.6918465609380378,0.8737169521580633,0.5367675622438487,0.8393573783106532,0.3256116401749616,0.20557159078077067,0.7486665419079529,0.9774965895479534,0.8331066073940413,0.23895191667123217,0.6521481493504521,0.8036005939301878,0.36626463917686497,0.20557159078077067,0.7486665419079529,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002427,-0.1867292158149633,0.1468690456069247,-0.35946238982151607,0.04331745369606607,-0.27380163768087395,-0.05990485989505222,-0.2798576012382146,-0.10844323693568962,-0.15433195596199034,-0.03531813397110007,-0.26213311654790633,-0.1165711789507078,-0.24550133536422866,-0.023242626168966662,0.2890741360589735,0.1851792161935998,-0.053965294212942924,-0.05762648728179217,-0.26213311654790633,-0.1165711789507078,0.2424072419184416,0.35949884477497646,0.020985046951748222,0.7879946696656821,0.08323031215082834,0.7098553213920747,0.07637015852593021,0.4997416581796827,0.33532942982169084,0.8264778742313409,0.09779109517110367,0.46795122189740423,0.12182787238751293,0.8853091339805693,0.06678908322591132,0.2464092753096911,0.7375461292349353,0.7204360652298564,0.09779109517110367,0.46795122189740423,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002428,0.24968931328937813,0.06908588564035252,-0.310075245637767,0.1399314175930913,-0.05886024838872148,0.015749087879466033,-0.07821544350424267,0.305689245590452,-0.01192084331913633,-0.0860263313232953,0.03121849433333648,0.1666151108344044,0.1030218124361495,0.021450092791913258,0.1355185416297425,0.036040678271985274,-0.03473609823387462,-0.09232730046695557,0.03121849433333648,0.1666151108344044,0.11539469027116966,0.6677786542094646,0.048497902374321916,0.38288459154994214,0.7146999562292132,0.9221461269365399,0.6269098225180695,0.05193858818535611,0.9410321565172503,0.5927912210981313,0.846362906001715,0.29779938523502014,0.521542046990813,0.8941022091295759,0.39821463820624986,0.8229839108623564,0.8292947951687976,0.5658803714469951,0.846362906001715,0.29779938523502014,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002434,-0.04197361471672509,-0.012251226695759568,-0.3046418119632101,,-0.03445565249421297,-0.05277972358023765,0.07041645091376059,0.237934165800573,0.14373151716594385,0.006111683319269687,0.21855776317530118,0.06159438421054627,0.15187317834772412,0.13397814858751875,0.30804757359645146,0.006485655516422554,0.12373939751866732,-0.12126730972157643,0.21855776317530118,0.06159438421054627,0.7944276133097891,0.9394008590945081,0.052788621479420116,,0.8306528444854142,0.7431140818054088,0.6617594492951073,0.13412956354188532,0.36996612682904273,0.9697483166577353,0.16980302345690354,0.7020436242887856,0.3431787906540773,0.40364835058700577,0.0500649595524154,0.9678981570540586,0.440834212005278,0.4500868008666495,0.16980302345690354,0.7020436242887856,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002439,0.1002297349962209,-0.008400548755909213,-0.3514028827689276,0.14262581460418713,-0.09361453951051468,-0.10896961733740405,0.3429372781872042,0.11504632194091212,-0.047865003545736,-0.0535304986981839,-0.009198456539085536,-0.08118241034046521,0.00407845332313274,0.03419086803405753,0.19703031657898215,-0.05507834131016347,-0.06071369910434834,-0.0825035831704734,-0.009198456539085536,-0.08118241034046521,0.5329498818172369,0.9584273775115549,0.024266792801967276,0.3736978369454171,0.5604528844274939,0.49765005582524285,0.028163247682770346,0.4738319699174104,0.7663308080581588,0.7395865976508994,0.954482633135407,0.6138541308693318,0.9798098437018111,0.831935500869597,0.21692702072585038,0.7323307904097061,0.7061118518730481,0.6080778345263947,0.954482633135407,0.6138541308693318,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002440,0.1411854121733753,0.03623944596250347,-0.27249708637934206,0.1400791394011742,0.016251977265400945,0.005933441938085987,0.3692495782578049,0.30768178256515,0.08392643789175552,-0.1314961653391358,0.20335488131298432,-0.34061059247525327,0.1505355864747926,0.18161693159762482,0.28112686159985795,0.033491636192159065,0.04973097852568484,-0.2010867469217032,0.20335488131298432,-0.34061059247525327,0.37859257721628536,0.8220233302587376,0.08476901937189207,0.38237750472562304,0.9196681126068341,0.9706301892057522,0.01750736731477142,0.05035195023213313,0.6018831629849143,0.41249265980692307,0.20223420763368907,0.029320553786508528,0.3474958701112402,0.255774809110148,0.07499018157769054,0.835324746517272,0.7574911063551719,0.20742098666754216,0.20223420763368907,0.029320553786508528,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
00002442,0.1957385102350567,-0.1263137653221024,-0.2121735553022629,,0.021928973373687738,0.026944350798336413,0.23883617538939045,0.3761523724749803,-0.04418583091362269,-0.13499549455371596,0.08225963333869761,-0.20009017963047973,-0.12261759355078901,0.15006074677568668,0.2829461654838142,-0.10158244784595574,-0.030231045423271482,-0.23479994970669335,0.08225963333869761,-0.20009017963047973,0.22001653299977522,0.43131121331269434,0.18293227267885612,,0.8917518445953395,0.8671947691027712,0.13261657195944385,0.015357948689934063,0.7838451067748122,0.40005491186885145,0.609142653364967,0.2097290108966385,0.4450198801936108,0.34903636373984764,0.07304638967113565,0.5274078736726381,0.85116703367328,0.13948652610204193,0.609142653364967,0.2097290108966385,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
